CP	Nom	Population	Categorie
30520	Saint-Martin-de-Valgalgues	4199	3
30530	Chamborigaud	800	3
30540	Milhaud	5762	3
30560	Saint-Hilaire-de-Brethmas	4228	3
30570	Valleraugue	1047	3
30570	Saint-André-de-Majencoules	620	3
30580	Brouzet-lès-Alès	616	3
30600	Vauvert	11200	2
30600	Vestric-et-Candiac	1353	3
30610	Sauve	1944	3
30620	Uchaud	4187	3
30620	Bernis	3194	3
30620	Aubord	2385	3
30630	Goudargues	1063	3
30630	Cornillon	937	3
30630	Verfeuil	582	3
30630	Saint-André-de-Roquepertuis	554	3
30650	Rochefort-du-Gard	7443	3
30650	Saze	1879	3
30700	Uzès	8626	3
30700	Saint-Quentin-la-Poterie	2958	3
30700	Montaren-et-Saint-Médiers	1527	3
30700	Blauzac	1163	3
30700	Saint-Siffret	1059	3
30700	Saint-Maximin	690	3
30700	Serviers-et-Labaume	562	3
30720	Ribaute-les-Tavernes	1825	3
30730	Saint-Mamert-du-Gard	1532	3
30730	Saint-Bauzély	558	3
30730	Parignargues	557	3
30740	Le Cailar	2347	3
30760	Saint-Julien-de-Peyrolas	1275	3
30800	Saint-Gilles	13564	2
30820	Caveirac	3889	3
30840	Meynes	2384	3
30870	Clarensac	3940	3
30870	Saint-Côme-et-Maruéjols	790	3
30920	Codognan	2435	3
30960	Les Mages	1882	3
30960	Saint-Florent-sur-Auzonnet	1197	3
30960	Le Martinet	825	3
30960	Saint-Jean-de-Valériscle	722	3
30980	Langlade	2079	3
31110	Bagnères-de-Luchon	2585	3
31110	Saint-Mamet	557	3
31120	Portet-sur-Garonne	9510	3
31120	Roquettes	4101	3
31120	Roques	3936	3
31120	Pinsaguel	2597	3
31120	Lacroix-Falgarde	2041	3
31120	Goyrans	910	3
31130	Balma	13829	2
31130	Flourens	1771	3
31130	Pin-Balma	904	3
31140	Launaguet	7309	3
31140	Pechbonnieu	4044	3
31140	Fonbeauzard	2809	3
31140	Montberon	2754	3
31140	Saint-Loup-Cammas	1799	3
31150	Fenouillet	5170	3
31150	Bruguières	5007	3
31150	Gratentour	3554	3
31150	Gagnac-sur-Garonne	2968	3
31150	Lespinasse	2538	3
31160	Aspet	953	3
31160	Encausse-les-Thermes	670	3
31160	Soueich	547	3
31160	Estadens	513	3
31170	Tournefeuille	25763	2
31180	Lapeyrouse-Fossat	2706	3
31180	Saint-Geniès-Bellevue	2163	3
31180	Rouffiac-Tolosan	1791	3
31190	Auterive	9191	3
31190	Miremont	2187	3
31190	Grépiac	1000	3
31190	Caujac	821	3
31210	Montréjeau	2798	3
31210	Gourdan-Polignan	1333	3
31210	Pointis-de-Rivière	849	3
31210	Ponlat-Taillebourg	561	3
31210	Ausson	528	3
31210	Bordes-de-Rivière	510	3
31220	Cazères	4781	3
31220	Martres-Tolosane	2226	3
31220	Mondavezan	817	3
31220	Palaminy	805	3
31220	Lavelanet-de-Comminges	556	3
31220	Le Plan	501	3
31230	L'Isle-en-Dodon	1971	3
31240	L'Union	11792	2
31240	Saint-Jean	10281	2
31260	Salies-du-Salat	1936	3
31260	Cassagne	645	3
31270	Cugnaux	16049	2
31270	Villeneuve-Tolosane	8748	3
31270	Frouzins	8228	3
31280	Drémil-Lafage	2446	3
31280	Aigrefeuille	1099	3
31290	Villefranche-de-Lauragais	4140	3
31290	Gardouch	1295	3
31290	Montgaillard-Lauragais	645	3
31290	Vallègue	532	3
31310	Montesquieu-Volvestre	3112	3
31320	Castanet-Tolosan	11090	2
31320	Auzeville-Tolosane	3505	3
31320	Péchabou	1969	3
31320	Vieille-Toulouse	1127	3
31320	Vigoulet-Auzil	939	3
31320	Pechbusque	836	3
31320	Aureville	755	3
31320	Rebigue	516	3
31330	Grenade	8214	3
31330	Merville	4864	3
31330	Launac	1272	3
31330	Ondes	715	3
31340	Villemur-sur-Tarn	5691	3
31340	Vacquiers	1322	3
31340	La Magdelaine-sur-Tarn	1049	3
31340	Villematier	1029	3
31340	Mirepoix-sur-Tarn	712	3
31360	Boussens	1092	3
31360	Saint-Martory	896	3
31360	Roquefort-sur-Garonne	784	3
31370	Rieumes	3408	3
31370	Bérat	2777	3
31370	Poucharramet	840	3
31370	Labastide-Clermont	701	3
31380	Montastruc-la-Conseillère	3162	3
31380	Gragnague	1765	3
31380	Garidech	1610	3
31380	Montjoire	1225	3
31380	Paulhac	1125	3
31380	Villariès	819	3
31380	Roquesérière	711	3
31380	Bazus	572	3
31380	Azas	570	3
31390	Carbonne	5185	3
31390	Marquefave	1024	3
31390	Salles-sur-Garonne	513	3
31410	Longages	2731	3
31410	Noé	2676	3
31410	Saint-Sulpice-sur-Lèze	1841	3
31410	Le Fauga	1779	3
31410	Mauzac	1153	3
31410	Capens	616	3
31420	Aurignac	1171	3
31430	Le Fousseret	1755	3
31430	Saint-Élix-le-Château	747	3
31430	Gratens	676	3
31450	Baziège	3177	3
31450	Ayguesvives	2426	3
31450	Montgiscard	2095	3
31450	Pompertuzat	2044	3
31450	Belberaud	1263	3
31450	Labastide-Beauvoir	1116	3
31450	Donneville	1037	3
31450	Montesquieu-Lauragais	920	3
31450	Deyme	858	3
31450	Fourquevaux	751	3
31450	Odars	739	3
31450	Corronsac	735	3
31450	Montbrun-Lauragais	555	3
31460	Caraman	2352	3
31460	Auriac-sur-Vendinelle	991	3
31470	Fonsorbes	11536	2
31470	Saint-Lys	8704	3
31470	Fontenilles	4803	3
31470	Sainte-Foy-de-Peyrolières	2016	3
31470	Bonrepos-sur-Aussonnelle	916	3
31470	Saiguède	768	3
31480	Cadours	1077	3
31480	Pelleport	525	3
31490	Léguevin	8566	3
31490	Brax	2624	3
31500	Toulouse	447340	1
31520	Ramonville-Saint-Agne	12195	2
31530	Lévignac	1990	3
31530	Montaigut-sur-Save	1572	3
31530	Le Castéra	808	3
31530	Menville	593	3
31530	Bretx	588	3
31540	Saint-Félix-Lauragais	1323	3
31550	Cintegabelle	2624	3
31550	Gaillac-Toulza	1233	3
31560	Nailloux	3173	3
31560	Calmont	2223	3
31570	Sainte-Foy-d'Aigrefeuille	1987	3
31570	Lanta	1751	3
31570	Bourg-Saint-Bernard	934	3
31570	Saint-Pierre-de-Lages	779	3
31570	Préserville	669	3
31580	Villeneuve-Lécussan	538	3
31600	Muret	24085	2
31600	Seysses	7866	3
31600	Eaunes	5521	3
31600	Labastidette	2194	3
31600	Saubens	1989	3
31600	Lamasquère	1364	3
31600	Saint-Clar-de-Rivière	1151	3
31620	Fronton	5700	3
31620	Castelnau-d'Estrétefonds	5674	3
31620	Bouloc	4144	3
31620	Labastide-Saint-Sernin	1820	3
31620	Cépet	1630	3
31620	Villaudric	1392	3
31620	Villeneuve-lès-Bouloc	1026	3
31620	Gargas	651	3
31650	Saint-Orens-de-Gameville	11196	2
31650	Lauzerville	1378	3
31650	Auzielle	1277	3
31660	Bessières	3322	3
31660	Buzet-sur-Tarn	2393	3
31670	Labège	4019	3
31700	Blagnac	22217	2
31700	Cornebarrieu	5761	3
31700	Beauzelle	5329	3
31700	Mondonville	4357	3
31700	Daux	2031	3
31750	Escalquens	6055	3
31770	Colomiers	35784	2
31780	Castelginest	9048	3
31790	Saint-Jory	5380	3
31800	Saint-Gaudens	11191	2
31800	Villeneuve-de-Rivière	1645	3
31800	Labarthe-Rivière	1366	3
31800	Landorthe	951	3
31800	Valentine	923	3
31800	Labarthe-Inard	893	3
31800	Pointis-Inard	841	3
31800	Miramont-de-Comminges	790	3
31800	Estancarbon	608	3
31810	Venerque	2597	3
31810	Clermont-le-Fort	535	3
31820	Pibrac	8182	3
31830	Plaisance-du-Touch	16039	2
31840	Aussonne	6548	3
31840	Seilh	3042	3
31850	Montrabé	3700	3
31850	Beaupuy	1263	3
31860	Labarthe-sur-Lèze	4949	3
31870	Lagardelle-sur-Lèze	2457	3
31870	Beaumont-sur-Lèze	1525	3
32100	Condom	6925	3
32100	Caussens	590	3
32110	Nogaro	1985	3
32130	Samatan	2350	3
32140	Masseube	1600	3
32150	Cazaubon	1728	3
32170	Miélan	1213	3
32190	Vic-Fezensac	3639	3
32190	Lannepax	561	3
32200	Gimont	2817	3
32220	Lombez	1966	3
32230	Marciac	1241	3
32240	Estang	624	3
32260	Seissan	1082	3
32270	Aubiet	1127	3
32290	Aignan	760	3
32300	Mirande	3667	3
32300	L'Isle-de-Noé	543	3
32310	Valence-sur-Baïse	1160	3
32310	Saint-Puy	586	3
32320	Montesquiou	598	3
32330	Gondrin	1143	3
32340	Miradoux	543	3
32350	Ordan-Larroque	932	3
32350	Barran	704	3
32370	Manciet	819	3
32380	Saint-Clar	1006	3
32390	Montestruc-sur-Gers	706	3
32390	Sainte-Christie	565	3
32400	Riscle	1719	3
32410	Castéra-Verduzan	945	3
32420	Simorre	698	3
32430	Cologne	861	3
32430	Touget	519	3
32440	Castelnau-d'Auzan	1065	3
32450	Saramon	840	3
32450	Castelnau-Barbarens	506	3
32460	Le Houga	1182	3
32480	La Romieu	566	3
32490	Monferran-Savès	723	3
32500	Fleurance	6292	3
32500	Pauilhac	627	3
32550	Pavie	2402	3
32550	Pessan	695	3
32600	L'Isle-Jourdain	7356	3
32600	Pujaudran	1369	3
32600	Ségoufielle	1011	3
32600	Auradé	648	3
32600	Lias	515	3
32700	Lectoure	3776	3
32720	Barcelonne-du-Gers	1322	3
32800	Eauze	4020	3
32810	Auch	21871	2
32810	Preignan	1237	3
32810	Duran	835	3
32810	Roquelaure	589	3
33110	Le Bouscat	23075	2
33114	Le Barp	4688	3
33120	Arcachon	10776	2
33121	Carcans	2246	3
33123	Le Verdon-sur-Mer	1366	3
33124	Auros	942	3
33124	Aillas	777	3
33125	Hostens	1404	3
33125	Saint-Magne	988	3
33125	Louchats	707	3
33126	Saint-Michel-de-Fronsac	536	3
33127	Martignas-sur-Jalle	7207	3
33127	Saint-Jean-d'Illac	6976	3
33130	Bègles	25119	2
33138	Lanton	6201	3
33140	Villenave-d'Ornon	28984	2
33140	Cadaujac	5098	3
33141	Villegouge	1250	3
33150	Cenon	22131	2
33160	Saint-Médard-en-Jalles	28348	2
33160	Saint-Aubin-de-Médoc	6338	3
33160	Salaunes	808	3
33170	Gradignan	23355	2
33180	Saint-Seurin-de-Cadourne	713	3
33185	Le Haillan	9282	3
33190	La Réole	4178	3
33190	Lamothe-Landerron	1122	3
33190	Fontet	816	3
33190	Mongauzy	593	3
33190	Morizès	526	3
33190	Hure	504	3
33210	Langon	7389	3
33210	Toulenne	2537	3
33210	Preignac	2173	3
33210	Fargues	1569	3
33210	Roaillan	1399	3
33210	Castets-en-Dorthe	1198	3
33210	Saint-Pierre-de-Mons	1081	3
33210	Coimères	875	3
33210	Pujols-sur-Ciron	775	3
33210	Sauternes	742	3
33210	Léogeats	739	3
33210	Saint-Pardon-de-Conques	554	3
33210	Bieujac	506	3
33220	Pineuilh	4371	3
33220	Sainte-Foy-la-Grande	2400	3
33220	Saint-André-et-Appelles	702	3
33220	Eynesse	582	3
33230	Coutras	8062	3
33230	Saint-Médard-de-Guizières	2397	3
33230	Guîtres	1682	3
33230	Les Peintures	1565	3
33230	Maransin	1045	3
33230	Chamadelle	682	3
33240	Saint-André-de-Cubzac	9874	3
33240	La Lande-de-Fronsac	2408	3
33240	Cubzac-les-Ponts	2164	3
33240	Peujard	1795	3
33240	Saint-Laurent-d'Arce	1366	3
33240	Aubie-et-Espessas	1226	3
33240	Cadillac-en-Fronsadais	1198	3
33240	Gauriaguet	1168	3
33240	Périssac	1080	3
33240	Virsac	1019	3
33240	Vérac	848	3
33240	Saint-Romain-la-Virvée	789	3
33240	Saint-Genès-de-Fronsac	712	3
33250	Pauillac	5059	3
33250	Cissac-Médoc	1832	3
33260	La Teste-de-Buch	24505	2
33270	Floirac	16522	2
33270	Bouliac	3140	3
33290	Blanquefort	15106	2
33290	Parempuyre	7962	3
33290	Le Pian-Médoc	5818	3
33290	Ludon-Médoc	4213	3
33300	Bordeaux	239399	1
33310	Lormont	20557	2
33320	Eysines	20122	2
33320	Le Taillan-Médoc	9165	3
33330	Saint-Émilion	1958	3
33330	Saint-Sulpice-de-Faleyrens	1470	3
33330	Vignonet	550	3
33340	Lesparre-Médoc	5660	3
33340	Gaillan-en-Médoc	2057	3
33340	Queyrac	1393	3
33340	Saint-Germain-d'Esteuil	1187	3
33340	Bégadan	914	3
33340	Civrac-en-Médoc	595	3
33340	Valeyrac	526	3
33350	Castillon-la-Bataille	2886	3
33350	Saint-Magne-de-Castillon	1903	3
33350	Sainte-Terre	1871	3
33350	Mouliets-et-Villemartin	1090	3
33350	Saint-Pey-de-Castets	635	3
33350	Pujols	595	3
33350	Ruch	576	3
33350	Flaujagues	569	3
33360	Latresne	3278	3
33360	Camblanes-et-Meynac	2703	3
33360	Cénac	1856	3
33360	Lignan-de-Bordeaux	721	3
33370	Artigues-près-Bordeaux	7290	3
33370	Tresses	4241	3
33370	Pompignac	2708	3
33370	Fargues-Saint-Hilaire	2691	3
33370	Yvrac	2625	3
33370	Bonnetan	826	3
33370	Loupes	669	3
33380	Biganos	9760	3
33380	Mios	7545	3
33380	Marcheprime	4462	3
33390	Berson	1770	3
33390	Cars	1160	3
33390	Cartelègue	1145	3
33390	Saint-Martin-Lacaussade	1033	3
33390	Anglade	911	3
33390	Eyrans	702	3
33390	Saint-Seurin-de-Cursac	693	3
33390	Saint-Androny	564	3
33390	Mazion	519	3
33400	Talence	40763	2
33410	Cadillac	2617	3
33410	Rions	1592	3
33410	Béguey	1138	3
33410	Sainte-Croix-du-Mont	900	3
33420	Génissac	1833	3
33420	Rauzan	1172	3
33420	Espiet	720	3
33420	Grézillac	709	3
33420	Naujan-et-Postiac	514	3
33430	Bazas	4709	3
33430	Cudos	851	3
33440	Ambarès-et-Lagrave	13422	2
33440	Saint-Louis-de-Montferrand	2054	3
33440	Saint-Vincent-de-Paul	1025	3
33450	Saint-Loubès	8113	3
33450	Izon	5359	3
33450	Saint-Sulpice-et-Cameyrac	4419	3
33450	Montussan	2967	3
33460	Macau	3530	3
33460	Arsac	3215	3
33460	Soussans	1539	3
33460	Margaux	1519	3
33460	Cantenac	1326	3
33460	Lamarque	1216	3
33460	Labarde	620	3
33470	Gujan-Mestras	19815	2
33470	Le Teich	6842	3
33480	Castelnau-de-Médoc	3902	3
33480	Sainte-Hélène	2646	3
33480	Listrac-Médoc	2486	3
33480	Avensan	2363	3
33480	Moulis-en-Médoc	1806	3
33480	Brach	539	3
33490	Saint-Macaire	2007	3
33490	Saint-Pierre-d'Aurillac	1315	3
33490	Caudrot	1145	3
33490	Verdelais	945	3
33490	Le Pian-sur-Garonne	791	3
33490	Saint-Martin-de-Sescas	547	3
33500	Libourne	23681	2
33500	Arveyres	1883	3
33500	Les Billaux	1111	3
33500	Pomerol	713	3
33510	Andernos-les-Bains	11209	2
33520	Bruges	15512	2
33530	Bassens	6944	3
33540	Sauveterre-de-Guyenne	1811	3
33540	Blasimon	877	3
33550	Langoiran	2287	3
33550	Paillet	1203	3
33550	Tabanac	1060	3
33550	Haux	790	3
33550	Le Tourne	765	3
33550	Capian	668	3
33550	Lestiac-sur-Garonne	601	3
33560	Carbon-Blanc	6941	3
33570	Montagne	1632	3
33570	Les Artigues-de-Lussac	1061	3
33570	Petit-Palais-et-Cornemps	737	3
33590	Saint-Vivien-de-Médoc	1643	3
33590	Grayan-et-l'Hôpital	1256	3
33590	Jau-Dignac-et-Loirac	1037	3
33590	Vensac	906	3
33590	Talais	675	3
33600	Pessac	58743	2
33610	Cestas	16417	2
33620	Laruscade	2416	3
33620	Cézac	2383	3
33620	Cavignac	1697	3
33620	Saint-Mariens	1529	3
33620	Cubnezais	1357	3
33620	Marsas	1112	3
33620	Marcenais	723	3
33640	Portets	2478	3
33640	Beautiran	2175	3
33640	Castres-Gironde	2171	3
33640	Arbanats	1107	3
33640	Ayguemorte-les-Graves	953	3
33640	Isle-Saint-Georges	543	3
33650	Saint-Médard-d'Eyrans	2820	3
33650	Martillac	2628	3
33650	Saucats	2175	3
33650	Saint-Selve	2171	3
33650	Cabanac-et-Villagrains	2124	3
33650	Saint-Morillon	1517	3
33660	Saint-Seurin-sur-l'Isle	3066	3
33660	Porchères	906	3
33660	Saint-Antoine-sur-l'Isle	551	3
33670	Créon	4263	3
33670	Sadirac	3659	3
33670	Cursan	531	3
33670	Le Pout	512	3
33680	Lacanau	4460	3
33680	Le Porge	2548	3
33680	Saumos	554	3
33680	Le Temple	514	3
33690	Grignols	1132	3
33700	Mérignac	65882	2
33710	Pugnac	2101	3
33710	Tauriac	1301	3
33710	Gauriac	832	3
33710	Teuillac	827	3
33710	Saint-Ciers-de-Canesse	801	3
33710	Lansac	700	3
33720	Podensac	2731	3
33720	Landiras	2129	3
33720	Cérons	1933	3
33720	Illats	1304	3
33720	Virelade	921	3
33720	Budos	702	3
33720	Saint-Michel-de-Rieufret	553	3
33730	Noaillan	1578	3
33730	Villandraut	994	3
33740	Arès	5724	3
33750	Saint-Germain-du-Puch	2135	3
33750	Beychac-et-Caillau	1996	3
33750	Saint-Quentin-de-Baron	1980	3
33750	Camarsac	948	3
33750	Nérigean	850	3
33750	Croignon	510	3
33760	Targon	1837	3
33760	Frontenac	747	3
33780	Soulac-sur-Mer	2588	3
33790	Pellegrue	990	3
33810	Ambès	2868	3
33820	Saint-Ciers-sur-Gironde	3072	3
33820	Étauliers	1579	3
33820	Braud-et-Saint-Louis	1472	3
33820	Saint-Aubin-de-Blaye	793	3
33820	Saint-Caprais-de-Blaye	535	3
33830	Lugos	849	3
33840	Captieux	1380	3
33850	Léognan	9413	3
33860	Marcillac	1184	3
33860	Donnezac	858	3
33870	Vayres	3490	3
33880	Saint-Caprais-de-Bordeaux	2711	3
33880	Cambes	1345	3
33880	Baurech	763	3
33890	Gensac	865	3
33910	Saint-Denis-de-Pile	5172	3
33910	Saint-Ciers-d'Abzac	1391	3
33910	Sablons	1298	3
33910	Saint-Martin-du-Bois	824	3
33910	Bonzac	771	3
33910	Saint-Martin-de-Laye	509	3
33920	Saint-Yzan-de-Soudiac	2249	3
33920	Saint-Christoly-de-Blaye	1937	3
33920	Saint-Girons-d'Aiguevives	968	3
33920	Civrac-de-Blaye	793	3
33930	Vendays-Montalivet	2480	3
33980	Audenge	6367	3
33990	Hourtin	3250	3
33990	Naujac-sur-Mer	858	3
34080	Montpellier	264538	1
34110	Frontignan	22719	2
34110	Mireval	3274	3
34110	Vic-la-Gardiole	2951	3
34120	Pézenas	8290	3
34120	Nézignan-l'Évêque	1617	3
34120	Tourbes	1519	3
34120	Lézignan-la-Cèbe	1484	3
34120	Castelnau-de-Guers	1132	3
34130	Mauguio	16660	2
34130	Saint-Aunès	3047	3
34130	Lansargues	2784	3
34130	Valergues	2026	3
34130	Candillargues	1454	3
34140	Mèze	10964	2
34140	Loupian	2128	3
34140	Bouzigues	1675	3
34150	Gignac	5515	3
34150	Aniane	2822	3
34150	Saint-Jean-de-Fos	1550	3
34160	Castries	5811	3
34160	Sussargues	2583	3
34160	Saint-Drézéry	2206	3
34160	Boisseron	1777	3
34160	Saint-Geniès-des-Mourgues	1763	3
34160	Beaulieu	1683	3
34160	Restinclières	1556	3
34160	Saint-Bauzille-de-Montmel	955	3
34160	Montaud	928	3
34160	Saint-Jean-de-Cornies	678	3
34160	Galargues	647	3
34170	Castelnau-le-Lez	15951	2
34190	Ganges	4031	3
34190	Saint-Bauzille-de-Putois	1701	3
34190	Cazilhac	1331	3
34190	Moulès-et-Baucels	854	3
34190	Brissac	619	3
34200	Sète	43408	2
34210	Olonzac	1720	3
34210	La Livinière	548	3
34220	Riols	759	3
34220	Courniou	613	3
34230	Paulhan	3741	3
34230	Saint-Pargoire	2102	3
34230	Le Pouget	1820	3
34230	Vendémian	1073	3
34230	Adissan	1000	3
34230	Plaissan	903	3
34230	Pouzols	851	3
34230	Saint-Bauzille-de-la-Sylve	832	3
34230	Saint-Pons-de-Mauchiens	662	3
34230	Campagnan	580	3
34230	Tressan	553	3
34240	Lamalou-les-Bains	2551	3
34250	Palavas-les-Flots	6050	3
34260	Le Bousquet-d'Orb	1593	3
34260	La Tour-sur-Orb	1259	3
34260	Graissessac	721	3
34270	Saint-Mathieu-de-Tréviers	4671	3
34270	Les Matelles	1747	3
34270	Valflaunès	706	3
34270	Lauret	562	3
34290	Servian	4251	3
34290	Montblanc	2663	3
34290	Bassan	1726	3
34290	Alignan-du-Vent	1593	3
34290	Abeilhan	1420	3
34290	Lieuran-lès-Béziers	1414	3
34290	Valros	1404	3
34290	Espondeilhan	974	3
34300	Agde	23999	2
34310	Montady	3990	3
34310	Capestang	3075	3
34310	Quarante	1605	3
34310	Cruzy	984	3
34320	Roujan	1923	3
34320	Fontès	950	3
34320	Gabian	823	3
34350	Valras-Plage	4465	3
34350	Vendres	2382	3
34360	Saint-Chinian	1821	3
34360	Cébazan	553	3
34370	Cazouls-lès-Béziers	4583	3
34370	Maraussan	3905	3
34370	Creissan	1307	3
34380	Saint-Martin-de-Londres	2473	3
34380	Viols-le-Fort	1165	3
34380	Argelliers	922	3
34380	Mas-de-Londres	516	3
34390	Olargues	640	3
34390	Prémian	547	3
34400	Lunel	25565	2
34400	Lunel-Viel	3729	3
34400	Villetelle	1424	3
34400	Saturargues	899	3
34400	Vérargues	712	3
34400	Saint-Nazaire-de-Pézan	578	3
34410	Sérignan	6740	3
34410	Sauvian	4189	3
34420	Villeneuve-lès-Béziers	4102	3
34420	Portiragnes	3202	3
34420	Cers	2209	3
34430	Saint-Jean-de-Védas	8632	3
34440	Nissan-lez-Enserune	3779	3
34450	Vias	5328	3
34460	Roquebrun	564	3
34460	Cazedarnes	539	3
34470	Pérols	8547	3
34480	Magalas	3120	3
34480	Laurens	1477	3
34480	Puissalicon	1173	3
34480	Pouzolles	1090	3
34480	Puimisson	1017	3
34480	Autignac	863	3
34490	Lignan-sur-Orb	2888	3
34490	Corneilhan	1622	3
34490	Causses-et-Veyran	641	3
34500	Béziers	71432	2
34510	Florensac	4909	3
34540	Balaruc-les-Bains	6911	3
34540	Balaruc-le-Vieux	2091	3
34550	Bessan	4638	3
34560	Poussan	5517	3
34560	Villeveyrac	3350	3
34560	Montbazin	2918	3
34570	Pignan	6446	3
34570	Montarnaud	2538	3
34570	Vailhauquès	2469	3
34570	Murviel-lès-Montpellier	1894	3
34570	Saussan	1473	3
34570	Saint-Paul-et-Valmalle	1044	3
34590	Marsillargues	6130	3
34600	Bédarieux	6342	3
34600	Hérépian	1483	3
34600	Le Poujol-sur-Orb	1022	3
34600	Les Aires	580	3
34610	Saint-Gervais-sur-Mare	861	3
34620	Puisserguier	2881	3
34630	Saint-Thibéry	2335	3
34660	Cournonterral	5891	3
34660	Cournonsec	2566	3
34670	Baillargues	6255	3
34680	Saint-Georges-d'Orques	5368	3
34690	Fabrègues	6257	3
34700	Lodève	7638	3
34700	Soubès	898	3
34700	Saint-Jean-de-la-Blaquière	594	3
34710	Lespignan	3151	3
34720	Caux	2490	3
34725	Saint-André-de-Sangonis	5469	3
34725	Saint-Félix-de-Lodez	1156	3
34730	Prades-le-Lez	4540	3
34740	Vendargues	5792	3
34760	Boujan-sur-Libron	3136	3
34770	Gigean	5813	3
34790	Grabels	6543	3
34800	Clermont-l'Hérault	8121	3
34800	Canet	3361	3
34800	Aspiran	1526	3
34800	Nébian	1295	3
34800	Péret	940	3
34800	Brignac	731	3
34810	Pomérols	2220	3
34820	Teyran	4496	3
34820	Assas	1517	3
34830	Clapiers	5265	3
34830	Jacou	5194	3
34850	Pinet	1414	3
34880	Lavérune	2737	3
34920	Le Crès	8250	3
34970	Lattes	15754	2
34980	Saint-Gély-du-Fesc	8917	3
34980	Montferrier-sur-Lez	3428	3
34980	Combaillaux	1446	3
34990	Juvignac	7668	3
35000	Rennes	208033	1
35111	La Fresnais	2235	3
35113	Domagné	2251	3
35114	Saint-Benoît-des-Ondes	1057	3
35120	Dol-de-Bretagne	5376	3
35120	Baguer-Morvan	1598	3
35120	Baguer-Pican	1445	3
35120	Hirel	1368	3
35120	Roz-Landrieux	1289	3
35120	Mont-Dol	1210	3
35120	La Boussac	1158	3
35120	Saint-Broladre	1154	3
35120	Cherrueix	1141	3
35130	La Guerche-de-Bretagne	4264	3
35130	Rannée	1144	3
35130	Visseiche	817	3
35130	Availles-sur-Seiche	698	3
35130	Drouges	532	3
35131	Chartres-de-Bretagne	7304	3
35132	Vezin-le-Coquet	4651	3
35133	Lécousse	2954	3
35133	Romagné	2220	3
35133	Saint-Germain-en-Coglès	2043	3
35133	Javené	1944	3
35133	Saint-Sauveur-des-Landes	1461	3
35133	La Chapelle-Janson	1378	3
35133	Parigné	1308	3
35133	Luitré	1301	3
35133	Landéan	1260	3
35133	Beaucé	1249	3
35133	Fleurigné	1037	3
35133	Billé	1033	3
35133	Laignelet	1031	3
35133	Le Loroux	643	3
35133	La Selle-en-Luitré	579	3
35134	Coësmes	1415	3
35134	Thourie	708	3
35135	Chantepie	10034	2
35136	Saint-Jacques-de-la-Lande	10712	2
35137	Bédée	4003	3
35137	Pleumeleuc	3058	3
35140	Saint-Aubin-du-Cormier	3547	3
35140	Gosné	1790	3
35140	Mézières-sur-Couesnon	1459	3
35140	Saint-Ouen-des-Alleux	1316	3
35140	Saint-Jean-sur-Couesnon	1095	3
35140	Saint-Hilaire-des-Landes	993	3
35140	Saint-Georges-de-Chesné	615	3
35140	Saint-Marc-sur-Couesnon	535	3
35150	Janzé	8170	3
35150	Corps-Nuds	3018	3
35150	Piré-sur-Seiche	2303	3
35150	Amanlis	1606	3
35150	Essé	1139	3
35150	Boistrudan	665	3
35160	Montfort-sur-Meu	6461	3
35160	Breteil	3425	3
35160	Talensac	2375	3
35160	Monterfil	1302	3
35170	Bruz	16612	2
35190	Tinténiac	3368	3
35190	Saint-Domineuc	2319	3
35190	Québriac	1497	3
35190	Saint-Pern	984	3
35190	Trévérien	876	3
35190	Saint-Thual	779	3
35190	Bécherel	746	3
35190	Miniac-sous-Bécherel	719	3
35190	La Baussaine	628	3
35190	Longaulnay	615	3
35190	Cardroc	531	3
35210	Châtillon-en-Vendelais	1690	3
35210	Parcé	642	3
35210	Combourtillé	585	3
35210	Dompierre-du-Chemin	560	3
35210	Saint-Christophe-des-Bois	544	3
35220	Saint-Didier	1838	3
35220	Marpiré	1097	3
35220	Saint-Jean-sur-Vilaine	1088	3
35230	Orgères	3982	3
35230	Bourgbarré	3551	3
35230	Saint-Erblon	2541	3
35230	Saint-Armel	1904	3
35240	Retiers	3876	3
35240	Le Theil-de-Bretagne	1611	3
35240	Marcillé-Robert	953	3
35250	Saint-Aubin-d'Aubigné	3342	3
35250	Chevaigné	1840	3
35250	Chasné-sur-Illet	1459	3
35250	Saint-Sulpice-la-Forêt	1433	3
35250	Saint-Médard-sur-Ille	1325	3
35250	Mouazé	1127	3
35250	Saint-Germain-sur-Ille	881	3
35250	Andouillé-Neuville	817	3
35260	Cancale	5277	3
35270	Combourg	5702	3
35270	Meillac	1780	3
35270	Bonnemain	1392	3
35270	Cuguen	788	3
35290	Saint-Méen-le-Grand	4476	3
35290	Gaël	1602	3
35290	Quédillac	1151	3
35290	Saint-Onen-la-Chapelle	1127	3
35300	Fougères	19775	2
35310	Mordelles	7230	3
35310	Bréal-sous-Montfort	5136	3
35310	Chavagne	3717	3
35310	Cintré	2154	3
35310	Saint-Thurial	1980	3
35320	Poligné	1154	3
35320	Pancé	1141	3
35320	Le Petit-Fougeray	908	3
35320	La Bosse-de-Bretagne	615	3
35320	Lalleu	590	3
35320	La Couyère	504	3
35330	Maure-de-Bretagne	3241	3
35330	Mernel	1006	3
35330	Comblessac	679	3
35330	Bovel	584	3
35330	Campel	505	3
35340	Liffré	6816	3
35340	Ercé-près-Liffré	1780	3
35350	Saint-Méloir-des-Ondes	3763	3
