CP	Nom	Population	Categorie
55000	Brillon-en-Barrois	594	3
55000	Lisle-en-Rigault	526	3
55100	Verdun	18291	2
55100	Dugny-sur-Meuse	1308	3
55100	Haudainville	955	3
55100	Bras-sur-Meuse	709	3
55100	Charny-sur-Meuse	561	3
55100	Belrupt-en-Verdunois	509	3
55110	Dun-sur-Meuse	704	3
55120	Clermont-en-Argonne	1567	3
55120	Les Islettes	846	3
55130	Gondrecourt-le-Château	1175	3
55130	Tréveray	608	3
55130	Demange-aux-Eaux	553	3
55140	Vaucouleurs	2047	3
55150	Damvillers	673	3
55160	Fresnes-en-Woëvre	731	3
55170	Aulnois-en-Perthois	505	3
55190	Sorcy-Saint-Martin	1024	3
55190	Pagny-sur-Meuse	1000	3
55200	Commercy	6305	3
55200	Euville	1713	3
55200	Lérouville	1484	3
55200	Vignot	1310	3
55230	Spincourt	841	3
55240	Bouligny	2745	3
55240	Dommary-Baroncourt	807	3
55270	Varennes-en-Argonne	652	3
55300	Saint-Mihiel	4479	3
55300	Sampigny	737	3
55300	Lacroix-sur-Meuse	713	3
55310	Tronville-en-Barrois	1554	3
55320	Dieue-sur-Meuse	1382	3
55320	Sommedieue	941	3
55320	Ancemont	605	3
55400	Étain	3850	3
55400	Rouvres-en-Woëvre	771	3
55430	Belleville-sur-Meuse	3215	3
55500	Ligny-en-Barrois	4205	3
55500	Velaines	908	3
55600	Montmédy	2367	3
55600	Marville	574	3
55600	Écouviez	509	3
55700	Stenay	2755	3
55800	Revigny-sur-Ornain	3051	3
55800	Contrisson	753	3
55840	Thierville-sur-Meuse	3041	3
56000	Vannes	52784	2
56100	Lorient	57408	2
56110	Gourin	4076	3
56110	Roudouallec	713	3
56110	Le Saint	630	3
56120	Josselin	2469	3
56120	Guégon	2387	3
56120	Lanouée	1709	3
56120	Pleugriffet	1180	3
56120	La Croix-Helléan	848	3
56120	Saint-Servant	775	3
56130	Nivillac	4146	3
56130	Férel	3041	3
56130	Péaule	2509	3
56130	Saint-Dolay	2357	3
56130	Marzan	2087	3
56130	Camoël	955	3
56130	La Roche-Bernard	726	3
56130	Théhillac	555	3
56140	Malestroit	2492	3
56140	Pleucadeuc	1776	3
56140	Caro	1169	3
56140	Missiriac	1076	3
56140	Bohal	813	3
56140	Saint-Congard	761	3
56140	Tréal	656	3
56140	Saint-Abraham	545	3
56150	Baud	6059	3
56150	Guénin	1594	3
56160	Ploërdut	1216	3
56160	Lignol	910	3
56160	Locmalo	882	3
56160	Séglien	716	3
56170	Quiberon	5028	3
56190	Muzillac	4707	3
56190	Noyal-Muzillac	2506	3
56190	Ambon	1743	3
56190	Arzal	1491	3
56190	La Trinité-Surzur	1312	3
56190	Lauzach	960	3
56190	Billiers	911	3
56190	Le Guerno	896	3
56200	La Gacilly	2198	3
56200	Les Fougerêts	950	3
56200	Glénac	882	3
56200	Cournon	784	3
56200	La Chapelle-Gaceline	765	3
56220	Malansac	2104	3
56220	Peillac	1849	3
56220	Saint-Jacut-les-Pins	1741	3
56220	Caden	1593	3
56220	Pluherlin	1363	3
56220	Limerzel	1330	3
56220	Saint-Gravé	746	3
56220	Rochefort-en-Terre	742	3
56230	Questembert	7464	3
56230	Berric	1616	3
56230	Molac	1390	3
56230	Larré	922	3
56230	Le Cours	582	3
56240	Plouay	5293	3
56240	Inguiniel	2092	3
56240	Berné	1563	3
56240	Calan	1009	3
56240	Lanvaudan	717	3
56250	Elven	5411	3
56250	Saint-Nolff	3712	3
56250	Sulniac	3234	3
56250	Monterblanc	3139	3
56250	Treffléan	2042	3
56250	La Vraie-Croix	1356	3
56250	Trédion	1102	3
56260	Larmor-Plage	8277	3
56270	Ploemeur	17747	2
56290	Port-Louis	2705	3
56290	Gâvres	711	3
56300	Pontivy	14011	2
56300	Le Sourn	2037	3
56300	Saint-Thuriau	1879	3
56300	Malguénac	1752	3
56300	Neulliac	1464	3
56300	Kergrist	649	3
56310	Bubry	2406	3
56310	Melrand	1504	3
56310	Quistinic	1411	3
56310	Guern	1395	3
56320	Le Faouët	2840	3
56320	Meslan	1371	3
56320	Lanvénégen	1220	3
56320	Priziac	1021	3
56330	Pluvigner	7094	3
56330	Camors	2865	3
56340	Carnac	4227	3
56340	Plouharnel	2092	3
56350	Allaire	3674	3
56350	Saint-Jean-la-Poterie	1526	3
56350	Saint-Vincent-sur-Oust	1407	3
56350	Béganne	1386	3
56350	Saint-Perreux	1172	3
56360	Le Palais	2572	3
56360	Bangor	939	3
56360	Sauzon	908	3
56360	Locmaria	830	3
56370	Sarzeau	7688	3
56370	Le Tour-du-Parc	1148	3
56380	Guer	6240	3
56380	Beignon	1738	3
56380	Monteneuf	745	3
56380	Porcaro	684	3
56390	Grand-Champ	5031	3
56390	Colpo	2245	3
56390	Locmaria-Grand-Champ	1449	3
56390	Brandivy	1251	3
56400	Auray	12536	2
56400	Brech	6540	3
56400	Pluneret	5223	3
56400	Plumergat	3679	3
56400	Ploemel	2576	3
56400	Plougoumelen	2399	3
56410	Erdeven	3496	3
56410	Étel	2101	3
56420	Plumelec	2703	3
56420	Plaudren	1632	3
56420	Guéhenno	794	3
56420	Cruguel	631	3
56430	Mauron	3350	3
56430	Néant-sur-Yvel	991	3
56430	Concoret	747	3
56440	Languidic	7309	3
56450	Theix	6726	3
56450	Surzur	3823	3
56450	Noyalo	780	3
56450	Le Hézo	740	3
56460	Sérent	3024	3
56460	Saint-Guyomard	1124	3
56460	Le Roc-Saint-André	941	3
56460	Lizio	706	3
56470	La Trinité-sur-Mer	1639	3
56480	Cléguérec	2919	3
56490	Ménéac	1575	3
56490	Guilliers	1360	3
56490	Mohon	995	3
56490	Saint-Malo-des-Trois-Fontaines	560	3
56500	Locminé	4211	3
56500	Moréac	3863	3
56500	Bignan	2743	3
56500	Plumelin	2577	3
56500	Réguiny	1831	3
56500	Moustoir-Ac	1769	3
56500	Naizin	1733	3
56500	Radenac	1001	3
56500	Remungol	938	3
56500	La Chapelle-Neuve	759	3
56500	Moustoir-Remungol	649	3
56500	Saint-Allouestre	633	3
56510	Saint-Pierre-Quiberon	2123	3
56520	Guidel	10260	2
56530	Quéven	8736	3
56550	Belz	3508	3
56550	Locoal-Mendon	3167	3
56560	Guiscriff	2350	3
56570	Locmiquélic	4186	3
56580	Rohan	1670	3
56580	Crédin	1506	3
56590	Groix	2220	3
56600	Lanester	22164	2
56610	Arradon	5454	3
56630	Langonnet	1905	3
56640	Arzon	2107	3
56660	Saint-Jean-Brévelay	2748	3
56670	Riantec	5117	3
56690	Landévant	3332	3
56690	Landaul	2082	3
56690	Nostang	1397	3
56700	Hennebont	15456	2
56700	Kervignac	6183	3
56700	Merlevenez	3100	3
56700	Brandérion	1308	3
56710	La Trinité-Porhoët	690	3
56730	Saint-Gildas-de-Rhuys	1667	3
56740	Locmariaquer	1630	3
56750	Damgan	1629	3
56760	Pénestin	1865	3
56770	Plouray	1108	3
56800	Ploërmel	9221	3
56800	Taupont	2183	3
56800	Campénéac	1846	3
56800	Loyat	1597	3
56800	Augan	1492	3
56800	Gourhel	606	3
56830	Gestel	2649	3
56850	Caudan	6865	3
56860	Séné	8741	3
56870	Baden	4199	3
56870	Larmor-Baden	844	3
56880	Ploeren	6015	3
56890	Saint-Avé	10559	2
56890	Plescop	4815	3
56890	Meucon	2166	3
56910	Carentoir	2739	3
56910	Quelneuc	555	3
56920	Noyal-Pontivy	3710	3
56920	Saint-Gonnery	1084	3
56920	Saint-Gérand	1038	3
56920	Kerfourn	836	3
56920	Gueltas	519	3
56930	Pluméliau	3602	3
56950	Crach	3300	3
57050	Metz	119962	1
57050	Longeville-lès-Metz	3798	3
57050	Plappeville	2112	3
57070	Saint-Julien-lès-Metz	2976	3
57070	Vantoux	916	3
57100	Thionville	40951	2
57100	Manom	2618	3
57110	Yutz	15885	2
57110	Basse-Ham	2326	3
57110	Illange	1949	3
57110	Kuntzig	1201	3
57110	Stuckange	1022	3
57110	Elzange	782	3
57110	Oudrenne	741	3
57111	Amanvillers	2179	3
57113	Boulange	2307	3
57115	Sarreinsming	1293	3
57116	Niderviller	1196	3
57116	Brouderdorff	930	3
57117	Retonfey	1352	3
57117	Noisseville	1017	3
57117	Nouilly	509	3
57118	Sainte-Marie-aux-Chênes	3894	3
57119	Lixheim	597	3
57120	Rombas	9929	3
57120	Clouange	3871	3
57120	Vitry-sur-Orne	2951	3
57120	Pierrevillers	1500	3
57124	Saint-Privat-la-Montagne	1733	3
57130	Ars-sur-Moselle	4799	3
57130	Jouy-aux-Arches	1554	3
57130	Ancy-sur-Moselle	1407	3
57130	Gravelotte	739	3
57130	Vernéville	578	3
57130	Sainte-Ruffine	527	3
57134	Distroff	1616	3
57136	Rimling	568	3
57137	Wittring	801	3
57140	Woippy	13079	2
57140	Saulny	1481	3
57140	Norroy-le-Veneur	1061	3
57140	La Maxe	867	3
57140	Plesnois	777	3
57144	Luttange	904	3
57145	Woustviller	3260	3
57150	Creutzwald	13540	2
57158	Montigny-lès-Metz	22358	2
57159	Marange-Silvange	5815	3
57159	Bronvaux	541	3
57160	Moulins-lès-Metz	5105	3
57160	Scy-Chazelles	2708	3
57160	Châtel-Saint-Germain	2286	3
57160	Rozérieulles	1398	3
57160	Lessy	792	3
57170	Château-Salins	2441	3
57175	Gandrange	2933	3
57176	Augny	2204	3
57180	Terville	6493	3
57190	Florange	11472	2
57200	Sarreguemines	21604	2
57200	Rémelfing	1423	3
57200	Wiesviller	1019	3
57200	Bliesbruck	1012	3
57200	Blies-Ébersing	610	3
57200	Blies-Guersviller	605	3
57200	Frauenberg	550	3
57210	Maizières-lès-Metz	10774	2
57210	Fèves	907	3
57210	Semécourt	886	3
57210	Hauconcourt	540	3
57220	Boulay-Moselle	5223	3
57220	Piblange	1022	3
57220	Téterchen	744	3
57220	Coume	704	3
57220	Condé-Northen	627	3
57220	Boucheporn	558	3
57220	Gomelange	547	3
57220	Varize	524	3
57230	Bitche	5326	3
57230	Baerenthal	774	3
57230	Philippsbourg	615	3
57230	Schorbach	568	3
57240	Nilvange	4913	3
57240	Knutange	3247	3
57245	Peltre	1809	3
57245	Mécleuves	1166	3
57245	Jury	1122	3
57245	Chesny	548	3
57250	Moyeuvre-Grande	7969	3
57250	Moyeuvre-Petite	502	3
57260	Dieuze	3614	3
57260	Vergaville	568	3
57270	Uckange	6688	3
57290	Fameck	13082	2
57290	Serémange-Erzange	4203	3
57300	Hagondange	9384	3
57300	Mondelange	6058	3
57300	Ay-sur-Moselle	1519	3
57300	Trémery	1083	3
57310	Guénange	7092	3
57310	Bousse	2981	3
57310	Bertrange	2670	3
57310	Rurange-lès-Thionville	2304	3
57320	Bouzonville	4077	3
57320	Freistroff	1099	3
57320	Filstroff	845	3
57320	Vaudreching	575	3
57320	Anzeling	507	3
57320	Heining-lès-Bouzonville	502	3
57330	Hettange-Grande	7528	3
57330	Volmerange-les-Mines	2001	3
57330	Entrange	1318	3
57330	Roussy-le-Village	1238	3
57330	Kanfen	1068	3
57330	Zoufftgen	933	3
57330	Escherange	610	3
57340	Morhange	3667	3
57340	Racrange	625	3
57350	Stiring-Wendel	12438	2
57350	Spicheren	3207	3
57360	Amnéville	10090	2
57365	Ennery	1823	3
57365	Flévy	571	3
57370	Phalsbourg	4828	3
57370	Saint-Jean-Kourtzerode	742	3
57370	Mittelbronn	661	3
57370	Danne-et-Quatre-Vents	596	3
57380	Faulquemont	5492	3
57380	Guessling-Hémering	926	3
57380	Pontpierre	770	3
57390	Audun-le-Tiche	6340	3
57390	Russange	1099	3
57390	Rédange	1003	3
57400	Sarrebourg	12398	2
57400	Buhl-Lorraine	1243	3
57400	Hommarting	882	3
57400	Sarraltroff	756	3
57400	Imling	683	3
57400	Hilbesheim	613	3
57400	Hesse	600	3
57400	Langatte	558	3
57400	Arzviller	543	3
57410	Rohrbach-lès-Bitche	2102	3
57410	Montbronn	1670	3
57410	Petit-Réderching	1488	3
57410	Gros-Réderching	1299	3
57410	Enchenberg	1259	3
57410	Bining	1180	3
57410	Achen	1010	3
57410	Bettviller	848	3
57410	Kalhausen	845	3
57410	Rahling	811	3
57410	Etting	761	3
57410	Siersthal	636	3
57410	Lambach	539	3
57420	Verny	1913	3
57420	Solgne	1080	3
57420	Cuvry	779	3
57420	Coin-lès-Cuvry	706	3
57420	Pommérieux	705	3
57420	Cheminot	674	3
57420	Marieulles	674	3
57420	Pouilly	668	3
57420	Pournoy-la-Chétive	648	3
57420	Lorry-Mardigny	624	3
57420	Féy	593	3
57420	Pournoy-la-Grasse	570	3
57430	Sarralbe	4547	3
57430	Willerwald	1521	3
57430	Le Val-de-Guéblange	868	3
57440	Algrange	6464	3
57440	Angevillers	1258	3
57444	Réding	2451	3
57450	Farébersviller	5644	3
57450	Théding	2422	3
57450	Seingbouse	1919	3
57450	Farschviller	1501	3
57450	Henriville	713	3
57450	Cappel	690	3
57460	Behren-lès-Forbach	7847	3
57460	Kerbach	1193	3
57460	Etzling	1126	3
57460	Bousbach	1121	3
57470	Hombourg-Haut	7250	3
57470	Guenviller	682	3
57480	Sierck-les-Bains	1694	3
57480	Apach	1004	3
57480	Waldwisse	750	3
57480	Rettel	737	3
57480	Hunting	671	3
57480	Malling	582	3
57480	Rustroff	577	3
57480	Haute-Kontz	537	3
57480	Kerling-lès-Sierck	530	3
57490	L'Hôpital	5427	3
57490	Carling	3581	3
57500	Saint-Avold	16278	2
57510	Holving	1244	3
57510	Rémering-lès-Puttelange	1144	3
57510	Saint-Jean-Rohrbach	1003	3
57510	Loupershouse	966	3
57510	Hilsprich	907	3
57510	Grundviller	672	3
57510	Ernestviller	506	3
57520	Grosbliederstroff	3311	3
57520	Alsting	2638	3
57520	Rouhling	2037	3
57520	Lixing-lès-Rouhling	915	3
57525	Talange	7508	3
57530	Courcelles-Chaussy	3049	3
57530	Courcelles-sur-Nied	1041	3
57530	Laquenexy	1038	3
57530	Ars-Laquenexy	964	3
57530	Pange	928	3
57530	Silly-sur-Nied	688	3
57530	Ogy	549	3
57540	Petite-Rosselle	6567	3
57550	Falck	2538	3
57550	Merten	1547	3
57550	Hargarten-aux-Mines	1129	3
57550	Dalem	637	3
57560	Abreschviller	1510	3
57560	Saint-Quirin	784	3
57570	Cattenom	2704	3
57570	Boust	1143	3
57570	Rodemack	1106	3
57570	Puttelange-lès-Thionville	897	3
57570	Breistroff-la-Grande	602	3
57570	Gavisse	581	3
57580	Rémilly	2134	3
57580	Luppy	545	3
57580	Béchy	538	3
57590	Delme	1026	3
57600	Forbach	21561	2
57600	Morsbach	2579	3
57600	Folkling	1336	3
57620	Goetzenbruck	1669	3
57620	Lemberg	1493	3
57620	Saint-Louis-lès-Bitche	527	3
57630	Vic-sur-Seille	1343	3
57640	Vigy	1512	3
57640	Argancy	1299	3
57640	Charly-Oradour	670	3
57640	Bettelainville	628	3
57640	Failly	559	3
57640	Vry	545	3
57640	Sanry-lès-Vigy	521	3
57650	Fontoy	3067	3
57660	Lixing-lès-Saint-Avold	722	3
57660	Hellimer	605	3
57660	Grostenquin	573	3
57660	Laning	556	3
57660	Vahl-Ebersing	542	3
57660	Lelling	507	3
57670	Francaltroff	750	3
57670	Albestroff	638	3
57670	Insming	609	3
57670	Bénestroff	526	3
57680	Corny-sur-Moselle	2229	3
57680	Novéant-sur-Moselle	1980	3
57680	Gorze	1213	3
57680	Arry	521	3
57690	Créhange	4005	3
57690	Bambiderstroff	1036	3
57690	Flétrange	910	3
57690	Zimming	664	3
57700	Hayange	15730	2
57700	Neufchef	2533	3
57700	Ranguevaux	767	3
57710	Aumetz	2317	3
57710	Tressange	1982	3
57720	Volmunster	854	3
57720	Hottviller	583	3
57720	Walschbronn	510	3
57730	Folschviller	4190	3
57730	Valmont	3308	3
57730	Macheren	2909	3
57730	Lachambre	805	3
57730	Altviller	566	3
57740	Longeville-lès-Saint-Avold	3784	3
57780	Rosselange	2865	3
57790	Lorquin	1310	3
57800	Freyming-Merlebach	13086	2
57800	Cocheren	3513	3
57800	Béning-lès-Saint-Avold	1245	3
57800	Rosbruck	761	3
57810	Avricourt	708	3
57810	Réchicourt-le-Château	600	3
57810	Maizières-lès-Vic	500	3
57820	Saint-Louis	676	3
57820	Henridorff	661	3
57820	Lutzelbourg	622	3
57820	Garrebourg	517	3
57830	Héming	505	3
57840	Ottange	2700	3
57850	Dabo	2644	3
57860	Montois-la-Montagne	2372	3
57870	Walscheid	1623	3
57870	Hartzviller	922	3
57880	Ham-sous-Varsberg	2784	3
57880	Varsberg	940	3
57880	Guerting	877	3
57890	Porcelette	2556	3
57890	Diesen	1088	3
57910	Hambach	2762	3
57910	Neufgrange	1423	3
57920	Kédange-sur-Canner	1083	3
57920	Metzeresche	840	3
57920	Veckring	683	3
57920	Buding	596	3
57920	Hombourg-Budange	518	3
57930	Fénétrange	724	3
57930	Gosselming	610	3
57930	Mittersheim	600	3
57930	Berthelming	516	3
57940	Metzervisse	1888	3
57940	Volstroff	1445	3
57960	Soucht	1145	3
57960	Meisenthal	703	3
57980	Diebling	1653	3
57980	Tenteling	1039	3
57980	Metzing	646	3
57990	Hundling	1350	3
57990	Nousseviller-Saint-Nabor	1178	3
57990	Ippling	759	3
58000	Nevers	36210	2
58000	Challuy	1570	3
58110	Châtillon-en-Bazois	959	3
58110	Rouy	618	3
58130	Guérigny	2572	3
58130	Urzy	1815	3
58130	Saint-Martin-d'Heuille	601	3
58130	Montigny-aux-Amognes	555	3
58140	Lormes	1382	3
58140	Brassy	626	3
58150	Pouilly-sur-Loire	1710	3
58150	Tracy-sur-Loire	970	3
58150	Suilly-la-Tour	606	3
58150	Saint-Andelain	558	3
58160	Imphy	3714	3
58160	Sauvigny-les-Bois	1541	3
58160	La Fermeté	686	3
58160	Chevenon	609	3
58170	Luzy	1991	3
58180	Fourchambault	4678	3
58180	Marzy	3621	3
58200	Cosne-Cours-sur-Loire	10484	2
58200	Alligny-Cosne	857	3
58210	Varzy	1302	3
58230	Alligny-en-Morvan	672	3
58240	Saint-Pierre-le-Moûtier	2012	3
58240	Chantenay-Saint-Imbert	1265	3
58240	Luthenay-Uxeloup	609	3
58260	La Machine	3504	3
58270	Saint-Benin-d'Azy	1302	3
58290	Moulins-Engilbert	1557	3
58300	Decize	5733	3
58300	Saint-Léger-des-Vignes	2021	3
58300	Champvert	819	3
58300	Cossaye	782	3
58300	Sougy-sur-Loire	621	3
58300	Charrin	606	3
58310	Saint-Amand-en-Puisaye	1291	3
58310	Arquian	600	3
58320	Pougues-les-Eaux	2429	3
58320	Parigny-les-Vaux	988	3
58330	Saint-Saulge	819	3
58340	Cercy-la-Tour	1936	3
58350	Châteauneuf-Val-de-Bargis	595	3
58360	Saint-Honoré-les-Bains	835	3
58380	Lucenay-lès-Aix	1029	3
58390	Dornes	1336	3
58400	Chaulgnes	1414	3
58400	Varennes-lès-Narcy	910	3
58400	Raveau	694	3
58400	Mesves-sur-Loire	672	3
58400	La Marche	568	3
58410	Entrains-sur-Nohain	904	3
58430	Arleuf	824	3
58440	La Celle-sur-Loire	858	3
58440	Myennes	575	3
58450	Neuvy-sur-Loire	1480	3
58460	Corvol-l'Orgueilleux	748	3
58470	Magny-Cours	1421	3
58490	Saint-Parize-le-Châtel	1276	3
58530	Dornecy	532	3
58600	Garchizy	3836	3
58660	Coulanges-lès-Nevers	3590	3
58700	Prémery	1990	3
58800	Corbigny	1576	3
58800	Cervon	596	3
59100	Roubaix	94186	2
59110	La Madeleine	22221	2
59111	Bouchain	4024	3
59111	Hordain	1466	3
59111	Lieu-Saint-Amand	1269	3
59112	Carnin	964	3
59113	Seclin	12333	2
59114	Steenvoorde	4071	3
59114	Eecke	1166	3
59114	Saint-Sylvestre-Cappel	1082	3
59114	Terdeghem	567	3
59115	Leers	9343	3
59116	Houplines	7712	3
59117	Wervicq-Sud	4870	3
59118	Wambrechies	9705	3
59119	Waziers	7710	3
59120	Loos	20819	2
59121	Haulchin	2346	3
59121	Prouvy	2289	3
59122	Hondschoote	4091	3
59122	Rexpoëde	1930	3
59122	Killem	980	3
59122	Les Moëres	862	3
59122	Oost-Cappel	522	3
59123	Bray-Dunes	4637	3
59123	Zuydcoote	1687	3
59124	Escaudain	9164	3
59125	Trith-Saint-Léger	6450	3
59126	Linselles	8181	3
59127	Esnes	658	3
59127	Élincourt	634	3
59128	Flers-en-Escrebieux	5697	3
59130	Lambersart	28581	2
59131	Rousies	4289	3
59132	Trélon	3032	3
59132	Glageon	1831	3
59132	Ohain	1304	3
59133	Phalempin	4446	3
59133	Camphin-en-Carembault	1618	3
59134	Herlies	2180	3
59134	Fournes-en-Weppes	2105	3
59134	Beaucamps-Ligny	883	3
59134	Le Maisnil	618	3
59135	Wallers	5560	3
59135	Bellaing	1185	3
59136	Wavrin	7609	3
59137	Busigny	2566	3
59138	Pont-sur-Sambre	2536	3
59138	Bachant	2400	3
59138	Vieux-Mesnil	580	3
59139	Wattignies	13297	2
59139	Noyelles-lès-Seclin	871	3
59141	Iwuy	3201	3
59141	Thun-Saint-Martin	529	3
59142	Villers-Outréaux	2152	3
59143	Watten	2568	3
59143	Nieurlet	988	3
59143	Holque	920	3
59143	Millam	788	3
59143	Lederzeele	584	3
59144	Gommegnies	2279	3
59144	Jenlain	1074	3
59144	Wargnies-le-Grand	1064	3
59144	Wargnies-le-Petit	782	3
59145	Berlaimont	3169	3
59146	Pecquencourt	6072	3
59147	Gondecourt	3943	3
59147	Chemy	677	3
59149	Cousolre	2374	3
59150	Wattrelos	41538	2
59151	Arleux	3013	3
59151	Bugnicourt	941	3
59151	Hamel	781	3
59151	Brunémont	677	3
59152	Chéreng	3001	3
59152	Anstaing	1313	3
59152	Tressin	1289	3
59152	Gruson	1147	3
59153	Grand-Fort-Philippe	5377	3
59155	Faches-Thumesnil	17590	2
59156	Lourches	3886	3
59157	Beauvois-en-Cambrésis	2164	3
59157	Fontaine-au-Pire	1194	3
59158	Mortagne-du-Nord	1612	3
59158	Thun-Saint-Amand	1150	3
59158	Maulde	947	3
59159	Marcoing	1839	3
59160	Capinghem	1645	3
59161	Ramillies	593	3
59161	Cagnoncles	567	3
59162	Ostricourt	5244	3
59163	Condé-sur-l'Escaut	9593	3
59164	Marpent	2702	3
59165	Auberchicourt	4512	3
59166	Bousbecque	4700	3
59167	Lallaing	6496	3
59168	Boussois	3237	3
59169	Férin	1500	3
59169	Cantin	1474	3
59169	Erchin	777	3
59170	Croix	20483	2
59171	Hornaing	3521	3
59171	Hélesmes	1945	3
59171	Erre	1462	3
59172	Mastaing	891	3
59173	Renescure	2069	3
59173	Blaringhem	1982	3
59173	Lynde	695	3
59173	Ebblinghem	656	3
59174	La Sentinelle	3322	3
59175	Templemars	3203	3
59175	Vendeville	1653	3
59176	Masny	4268	3
59176	Écaillon	1975	3
59177	Sains-du-Nord	3000	3
59178	Hasnon	3818	3
59178	Brillon	744	3
59178	Millonfosse	657	3
59179	Fenain	5327	3
59180	Cappelle-la-Grande	8096	3
59181	Steenwerck	3481	3
59182	Loffre	752	3
59184	Sainghin-en-Weppes	5522	3
59185	Provin	4155	3
59186	Anor	3313	3
59188	Saint-Aubert	1555	3
59188	Villers-en-Cauchies	1254	3
59189	Steenbecque	1746	3
59189	Thiennes	826	3
59190	Hazebrouck	21741	2
59190	Morbecque	2643	3
59190	Caëstre	1859	3
59190	Hondeghem	945	3
59190	Wallon-Cappel	879	3
59190	Staple	694	3
59190	Borre	580	3
59192	Beuvrages	6676	3
59193	Erquinghem-Lys	4634	3
59194	Râches	2722	3
59194	Anhiers	959	3
59195	Hérin	3947	3
59198	Haspres	2800	3
59199	Hergnies	4305	3
59199	Bruille-Saint-Amand	1653	3
59200	Tourcoing	92018	2
59210	Coudekerque-Branche	22264	2
59211	Santes	5657	3
59212	Wignehies	3056	3
59213	Vendegies-sur-Écaillon	1122	3
59213	Bermerain	649	3
59213	Saint-Martin-sur-Écaillon	523	3
59214	Quiévy	1763	3
59215	Abscon	4244	3
59216	Sars-Poteries	1491	3
59216	Beugnies	621	3
59217	Carnières	1077	3
59217	Cattenières	676	3
59217	Bévillers	545	3
59218	Poix-du-Nord	2144	3
59219	Floyon	505	3
59220	Denain	20370	2
59220	Wavrechain-sous-Denain	1629	3
59220	Rouvignies	652	3
59221	Bauvin	5270	3
59222	Bousies	1705	3
59223	Roncq	13108	2
59224	Thiant	2590	3
59224	Monchaux-sur-Écaillon	545	3
59225	Clary	1140	3
59225	Montigny-en-Cambrésis	586	3
59226	Lecelles	2651	3
59226	Rumegies	1587	3
59227	Saulzoir	1703	3
59227	Verchain-Maugré	903	3
59229	Téteghem	7001	3
59229	Uxem	1344	3
59230	Saint-Amand-les-Eaux	16734	2
59230	Rosult	1854	3
59230	Château-l'Abbaye	873	3
59230	Sars-et-Rosières	535	3
59231	Gouzeaucourt	1471	3
59232	Vieux-Berquin	2502	3
59233	Maing	4010	3
59234	Monchecourt	2550	3
59234	Fressain	874	3
59234	Villers-au-Tertre	608	3
59235	Bersée	2255	3
59237	Verlinghem	2358	3
59238	Maretz	1481	3
59239	Thumeries	3942	3
59239	La Neuville	672	3
59240	Dunkerque	91386	2
59241	Masnières	2638	3
59242	Templeuve	5805	3
59242	Genech	2611	3
59242	Cappelle-en-Pévèle	2209	3
59243	Quarouble	3050	3
59244	Cartignies	1251	3
59244	Grand-Fayt	520	3
59245	Recquignies	2364	3
59247	Féchain	1848	3
59247	Hem-Lenglet	583	3
59247	Fressies	565	3
59249	Aubers	1535	3
59249	Fromelles	857	3
59250	Halluin	20620	2
59251	Allennes-les-Marais	3327	3
59252	Marcq-en-Ostrevent	625	3
59252	Wasnes-au-Bac	578	3
59253	La Gorgue	5944	3
59254	Ghyvelde	3239	3
59255	Haveluy	3055	3
59258	Les Rues-des-Vignes	706	3
59259	Lécluse	1402	3
59260	Lezennes	3098	3
59261	Wahagnies	2585	3
59262	Sainghin-en-Mélantois	2509	3
59263	Houplin-Ancoisne	3447	3
59264	Onnaing	8720	3
59265	Aubigny-au-Bac	1228	3
59265	Haynecourt	595	3
59267	Proville	3293	3
59269	Artres	1027	3
59269	Quérénaing	942	3
59269	Sepmeries	617	3
59270	Bailleul	14517	2
59270	Godewaersvelde	2026	3
59270	Saint-Jans-Cappel	1707	3
59270	Merris	1057	3
59270	Flêtre	949	3
59270	Strazeele	833	3
59270	Berthen	512	3
59271	Viesly	1471	3
59272	Don	1359	3
59273	Fretin	3326	3
59273	Péronne-en-Mélantois	872	3
59274	Marquillies	1993	3
59277	Rieux-en-Cambrésis	1518	3
59278	Escautpont	4227	3
59279	Loon-Plage	6297	3
59279	Craywick	648	3
59280	Armentières	25704	2
59280	Bois-Grenier	1511	3
59281	Rumilly-en-Cambrésis	1449	3
59282	Douchy-les-Mines	10421	2
59282	Noyelles-sur-Selle	762	3
59283	Raimbeaucourt	4100	3
59283	Moncheaux	1447	3
59284	Pitgam	930	3
59285	Arnèke	1598	3
59285	Rubrouck	947	3
59285	Buysscheure	517	3
59286	Roost-Warendin	6157	3
59287	Guesnain	4715	3
59287	Lewarde	2716	3
59288	Preux-au-Bois	835	3
59290	Wasquehal	19998	2
59294	Haussy	1549	3
59295	Paillencourt	996	3
59295	Estrun	683	3
59296	Avesnes-le-Sec	1380	3
59297	Villers-Guislain	714	3
59300	Valenciennes	43471	2
59300	Famars	2473	3
59310	Orchies	8184	3
59310	Coutiches	2795	3
59310	Nomain	2467	3
59310	Landas	2383	3
59310	Faumont	2100	3
59310	Saméon	1532	3
59310	Mouchin	1380	3
59320	Haubourdin	14367	2
59320	Sequedin	4356	3
59320	Emmerin	3211	3
59320	Radinghem-en-Weppes	1358	3
59320	Ennetières-en-Weppes	1240	3
59320	Englos	562	3
59320	Erquinghem-le-Sec	538	3
59330	Hautmont	14115	2
59330	Neuf-Mesnil	1273	3
